national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description
545,V,Scolipede,Pendror,bug,poison,Megapede Pokémon,50.2,49.8,2.5,200.5,45,5120,60,100,89,55,69,112,Poison Point,Swarm,,Speed Boost,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0,0,0,Venipede,Level ,Whirlipede,Level ,Scolipede,,,,,,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.
546,V,Cottonee,Monmen,grass,fairy,Cotton Puff Pokémon,50.2,49.8,0.3,0.6,190,5120,40,27,60,37,50,66,Prankster,Infiltrator,,Chlorophyll,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0,0,0,Cottonee,Use Sun Stone,Whimsicott,,,,,,,,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth."
547,V,Whimsicott,Elfuun,grass,fairy,Windveiled Pokémon,50.2,49.8,0.7,6.6,75,5120,60,67,85,77,75,116,Prankster,Infiltrator,,Chlorophyll,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0,0,0,Cottonee,Use Sun Stone,Whimsicott,,,,,,,,"It scatters cotton all over the place as a prank. If it gets wet, it’ll become too heavy to move and have no choice but to answer for its mischief."
548,V,Petilil,Churine,grass,,Bulb Pokémon,0,100,0.5,6.6,190,5120,45,35,50,70,50,30,Chlorophyll,Own Tempo,,Leaf Guard,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Petilil,Use Sun Stone,Lilligant,,,,,,,,Petilil appears around sources of clean water. Boiling leaves from this Pokémon’s head results in a liquid that’s sometimes used as a bug repellent.
549,V,Lilligant,Dredear,grass,,Flowering Pokémon,0,100,1.1,16.3,75,5120,70,60,75,110,75,90,Chlorophyll,Own Tempo,,Leaf Guard,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Petilil,Use Sun Stone,Lilligant,,,,,,,,It’s believed that even first-rate gardeners have a hard time getting the flower on a Lilligant’s head to bloom.
550,V,Basculin,Bassrao,water,,Hostile Pokémon,50.2,49.8,1,18,25,10240,70,92,65,80,55,98,Reckless (Red-Striped Form),Rock Head (Blue-Striped Form),Adaptability,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Basculin,,,,,,,,,,Anglers love the fight this Pokémon puts up on the hook. And there are always more to catch— many people release them into lakes illicitly.
551,V,Sandile,Meguroco,ground,dark,Desert Croc Pokémon,50.2,49.8,0.7,15.2,180,5120,50,72,35,35,35,65,Intimidate,Moxie,,Anger Point,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0,0,0,Sandile,Level ,Krokorok,Level ,Krookodile,,,,,,"The desert gets cold at night, so when the sun sets, this Pokémon burrows deep into the sand and sleeps until sunrise."
552,V,Krokorok,Waruvile,ground,dark,Desert Croc Pokémon,50.2,49.8,1,33.4,90,5120,60,82,45,45,45,74,Intimidate,Moxie,,Anger Point,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0,0,0,Sandile,Level ,Krokorok,Level ,Krookodile,,,,,,Krokorok has specialized eyes that enable it to see in the dark. This ability lets Krokorok hunt in the dead of night without getting lost.
553,V,Krookodile,Waruvial,ground,dark,Intimidation Pokémon,50.2,49.8,1.5,96.3,45,5120,95,117,80,65,70,92,Intimidate,Moxie,,Anger Point,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0,0,0,Sandile,Level ,Krokorok,Level ,Krookodile,,,,,,This Pokémon is known as the Bully of the Sands. Krookodile’s mighty jaws can bite through heavy plates of iron with almost no effort at all.
554,V,Darumaka,Darumakka,fire,ice,Zen Charm Pokémon,50.2,49.8,0.6,37.5,120,5120,70,90,45,15,45,50,Hustle,,,Hustle- Inner Focus,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Darumaka,Level,Darmanitan,,,,,,,,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep."
555,V,Darmanitan,Hihidaruma,fire,fire,Blazing Pokémon,50.2,49.8,1.3,92.9,60,5120,105,140,55,30,55,95,Sheer Force,,,Gorilla Tactics- Zen Mode,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Darumaka,Level,Darmanitan,,,,,,,,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.
556,V,Maractus,Maracacchi,grass,,Cactus Pokémon,50.2,49.8,1,28,255,5120,75,86,67,106,67,60,Water Absorb,Chlorophyll,,Storm Drain,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Maractus,,,,,,,,,,"With noises that could be mistaken for the rattles of maracas, it creates an upbeat rhythm, startling bird Pokémon and making them fly off in a hurry."
557,V,Dwebble,Ishizumai,bug,rock,Rock Inn Pokémon,50.2,49.8,0.3,14.5,190,5120,50,65,85,35,35,55,Sturdy,Shell Armor,,Weak Armor,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0,0,0,Dwebble,Level ,Crustle,,,,,,,,"When it finds a stone appealing, it creates a hole inside it and uses it as its home. This Pokémon is the natural enemy of Roggenrola and Rolycoly."
558,V,Crustle,Iwapalace,bug,rock,Stone Home Pokémon,50.2,49.8,1.4,200,75,5120,70,105,125,65,75,45,Sturdy,Shell Armor,,Weak Armor,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0,0,0,Dwebble,Level ,Crustle,,,,,,,,This highly territorial Pokémon prefers dry climates. It won’t come out of its boulder on rainy days.
559,V,Scraggy,Zuruggu,dark,fighting,Shedding Pokémon,50.2,49.8,0.6,11.8,180,3840,50,75,70,35,70,48,Shed Skin,Moxie,,Intimidate,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,0,0,0,Scraggy,Level ,Scrafty,,,,,,,,"If it locks eyes with you, watch out! Nothing and no one is safe from the reckless headbutts of this troublesome Pokémon."
560,V,Scrafty,Zuruzukin,dark,fighting,Hoodlum Pokémon,50.2,49.8,1.1,30,90,3840,65,90,115,45,115,58,Shed Skin,Moxie,,Intimidate,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,0,0,0,Scraggy,Level ,Scrafty,,,,,,,,"As halfhearted as this Pokémon’s kicks may seem, they pack enough power to shatter Conkeldurr’s concrete pillars."
561,V,Sigilyph,Symboler,psychic,flying,Avianoid Pokémon,50.2,49.8,1.4,14,45,5120,72,58,80,103,80,97,Wonder Skin ,Magic Guard,,Tinted Lens,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0,0,0,Sigilyph,,,,,,,,,,Psychic power allows these Pokémon to fly. Some say they were the guardians of an ancient city. Others say they were the guardians’ emissaries.
562,V,Yamask,Desumasu,ghost,ground,Spirit Pokémon,50.2,49.8,0.5,1.5,190,6400,38,30,85,55,65,30,Mummy (Normal Forme),Wandering Spirit (Galarian Form),,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,0,0,Yamask,Level 34,Cofagrigus,,,,,,,,"It wanders through ruins by night, carrying a mask that’s said to have been the face it had when it was still human."
563,V,Cofagrigus,Desukarn,ghost,,Coffin Pokémon,50.2,49.8,1.7,76.5,90,6400,58,50,145,95,105,30,Mummy,,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,0,0,Yamask,Level 34,Cofagrigus,,,,,,,,This Pokémon has a body of sparkling gold. People say it no longer remembers that it was once human.
564,V,Tirtouga,Protoga,water,rock,Prototurtle Pokémon,88.14,11.86,0.7,16.5,45,7680,54,78,103,53,45,22,Solid Rock,Sturdy,,Swift Swim,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,0,0,Tirtouga,Level ,Carracosta,,,,,,,,"This Pokémon inhabited ancient seas. Although it can only crawl, it still comes up onto land in search of prey."
565,V,Carracosta,Abagoura,water,rock,Prototurtle Pokémon,88.14,11.86,1.2,81,45,7680,74,108,133,83,65,32,Solid Rock,Sturdy,,Swift Swim,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,0,0,Tirtouga,Level ,Carracosta,,,,,,,,"Carracosta completely devours its prey—bones, shells, and all. Because of this, Carracosta’s own shell grows thick and sturdy."
566,V,Archen,Archen,rock,flying,First Bird Pokémon,88.14,11.86,0.5,9.5,45,7680,55,112,45,74,45,70,Defeatist,,,,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0,0,0,Archen,Level ,Archeops,,,,,,,,"This Pokémon was successfully restored from a fossil. As research suggested, Archen is unable to fly. But it’s very good at jumping."
567,V,Archeops,Archeos,rock,flying,First Bird Pokémon,88.14,11.86,1.4,32,45,7680,75,140,65,112,65,110,Defeatist,,,,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0,0,0,Archen,Level ,Archeops,,,,,,,,"It needs a running start to take off. If Archeops wants to fly, it first needs to run nearly 25 mph, building speed over a course of about 2.5 miles."
568,V,Trubbish,Yabukuron,poison,,Trash Bag Pokémon,50.2,49.8,0.6,31,190,5120,50,50,62,40,62,65,Stench,Sticky Hold,,Aftermath,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,0,0,Trubbish,Level ,Garbodor,,,,,,,,"Its favorite places are unsanitary ones. If you leave trash lying around, you could even find one of these Pokémon living in your room."
569,V,Garbodor,Dustdas,poison,,Trash Heap Pokémon,50.2,49.8,1.9,107.3,60,5120,80,95,82,60,82,75,Stench,Weak Armor,,Aftermath,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,0,0,Trubbish,Level ,Garbodor,,,,,Gigantamax Garbodor,,,"This Pokémon eats trash, which turns into poison inside its body. The main component of the poison depends on what sort of trash was eaten."
570,V,Zorua,Zorua,dark,,Tricky Fox Pokémon,88.14,11.86,0.7,12.5,75,6400,40,65,40,80,40,65,Illusion,,,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Zorua,Level ,Zoroark,,,,,,,,Zorua is a timid Pokémon. This disposition seems to be what led to the development of Zorua’s ability to take on the forms of other creatures.
571,V,Zoroark,Zoroark,dark,,Illusion Fox Pokémon,88.14,11.86,1.6,81.1,45,5120,60,105,60,120,60,105,Illusion,,,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Zorua,Level ,Zoroark,,,,,,,,"This Pokémon cares deeply about others of its kind, and it will conjure terrifying illusions to keep its den and pack safe."
572,V,Minccino,Chillarmy,normal,,Chinchilla Pokémon,24.9,75.1,0.4,5.8,255,3840,55,50,40,40,40,75,Cute Charm,Technician,,Skill Link,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Minccino,Use Shiny Stone,Cinccino,,,,,,,,The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.
573,V,Cinccino,Chillaccino,normal,,Scarf Pokémon,24.9,75.1,0.5,7.5,60,3840,75,95,60,65,60,115,Cute Charm,Technician,,Skill Link,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Minccino,Use Shiny Stone,Cinccino,,,,,,,,Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff.
574,V,Gothita,Gothimu,psychic,,Fixation Pokémon,24.9,75.1,0.4,5.8,200,5120,45,30,50,55,65,45,Frisk,Competitive,,Shadow Tag,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Gothita,Level ,Gothorita,Level ,Gothitelle,,,,,,"Though they’re still only babies, there’s psychic power stored in their ribbonlike feelers, and sometimes they use that power to fight."
575,V,Gothorita,Gothimiru,psychic,,Manipulate Pokémon,24.9,75.1,0.7,18,100,5120,60,45,70,75,85,55,Frisk,Competitive,,Shadow Tag,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Gothita,Level ,Gothorita,Level ,Gothitelle,,,,,,"It’s said that when stars shine in the night sky, this Pokémon will spirit away sleeping children. Some call it the Witch of Punishment."
576,V,Gothitelle,Gothiruselle,psychic,,Astral Body Pokémon,24.9,75.1,1.5,44,50,5120,70,55,95,95,110,65,Frisk,Competitive,,Shadow Tag,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Gothita,Level ,Gothorita,Level ,Gothitelle,,,,,,"It has tremendous psychic power, but it dislikes conflict. It’s also able to predict the future based on the movement of the stars."
577,V,Solosis,Uniran,psychic,,Cell Pokémon,50.2,49.8,0.3,1,200,5120,45,30,40,105,50,20,Overcoat,Magic Guard,,Regenerator,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Solosis,Level ,Duosion,Level ,Reuniclus,,,,,,"It communicates with others telepathically. Its body is encapsulated in liquid, but if it takes a heavy blow, the liquid will leak out."
578,V,Duosion,Doublan,psychic,,Mitosis Pokémon,50.2,49.8,0.6,8,100,5120,65,40,50,125,60,30,Overcoat,Magic Guard,,Regenerator,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Solosis,Level ,Duosion,Level ,Reuniclus,,,,,,Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other.
579,V,Reuniclus,Lanculus,psychic,,Multiplying Pokémon,50.2,49.8,1,20.1,50,5120,110,65,75,125,85,30,Overcoat,Magic Guard,,Regenerator,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Solosis,Level ,Duosion,Level ,Reuniclus,,,,,,"While it could use its psychic abilities in battle, this Pokémon prefers to swing its powerful arms around to beat opponents into submission."
580,V,Ducklett,Koaruhie,water,flying,Water Bird Pokémon,50,50,0.5,5.5,190,5120,62,44,50,44,50,55,Keen Eye,Big Pecks,,Hydration,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,0,0,Ducklett,Level ,Swanna,,,,,,,,"When attacked, it uses its feathers to splash water, escaping under cover of the spray."
581,V,Swanna,Swanna,water,flying,White Bird Pokémon,50,50,1.3,24.2,45,5120,75,87,63,87,63,98,Keen Eye,Big Pecks,,Hydration,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,0,0,Ducklett,Level ,Swanna,,,,,,,,"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles."
582,V,Vanillite,Vanipeti,ice,,Fresh Snow Pokémon,50.2,49.8,0.4,5.7,255,5120,36,50,50,65,60,44,Ice Body,Snow Cloak,,Weak Armor,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0,0,0,Vanillite,Level ,Vanillish,Level ,Vanilluxe,,,,,,"Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep."
583,V,Vanillish,Vanirich,ice,,Icy Snow Pokémon,50.2,49.8,1.1,41,120,5120,51,65,65,80,75,59,Ice Body,Snow Cloak,,Weak Armor,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0,0,0,Vanillite,Level ,Vanillish,Level ,Vanilluxe,,,,,,"By drinking pure water, it grows its icy body. This Pokémon can be hard to find on days with warm, sunny weather."
584,V,Vanilluxe,Baivanilla,ice,,Snowstorm Pokémon,50.2,49.8,1.3,57.5,45,5120,71,95,85,110,95,79,Ice Body,Snow Warning,,Weak Armor,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0,0,0,Vanillite,Level ,Vanillish,Level ,Vanilluxe,,,,,,"When its anger reaches a breaking point, this Pokémon unleashes a fierce blizzard that freezes every creature around it, be they friend or foe."
585,V,Deerling,Shikijika,normal,grass,Season Pokémon,50,50,0.6,19.5,190,5120,60,60,50,40,50,75,Chlorophyll,Sap Sipper,,Serene Grace,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0,0,0,Deerling,Level ,Sawsbuck,,,,,,,,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.
586,V,Sawsbuck,Mebukijika,normal,grass,Season Pokémon,50,50,1.9,92.5,75,5120,80,100,70,60,70,95,Chlorophyll,Sap Sipper,,Serene Grace,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,0,0,0,Deerling,Level ,Sawsbuck,,,,,,,,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
587,V,Emolga,Emonga,electric,flying,Sky Squirrel Pokémon,50.2,49.8,0.4,5,200,5120,55,75,60,75,60,103,Static,,,Motor Drive,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0,0,0,Emolga,,,,,,,,,,"As Emolga flutters through the air, it crackles with electricity. This Pokémon is cute, but it can cause a lot of trouble."
588,V,Karrablast,Kaburumo,bug,,Clamping Pokémon,50.2,49.8,0.5,5.9,200,3840,50,75,45,40,45,60,Swarm,Shed Skin,,No Guard,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Karrablast,Trade with ,Escavalier,,,,,,,,Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokémon to evolve.
589,V,Escavalier,Chevargo,bug,steel,Cavalry Pokémon,50.2,49.8,1,33,75,3840,70,135,105,60,105,20,Swarm,Shell Armor,,Overcoat,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,0,0,0,Karrablast,Trade with ,Escavalier,,,,,,,,They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokémon in the Galar region.
590,V,Foongus,Tamagetake,grass,poison,Mushroom Pokémon,50.2,49.8,0.2,1,190,5120,69,55,45,55,55,15,Effect Spore,,,Regenerator,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,0,0,Foongus,Level ,Amoonguss,,,,,,,,No one knows what the Poké Ball–like pattern on Foongus means or why Foongus has it.
591,V,Amoonguss,Morobareru,grass,poison,Mushroom Pokémon,50.2,49.8,0.6,10.5,75,5120,114,85,70,85,80,30,Effect Spore,,,Regenerator,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,0,0,Foongus,Level ,Amoonguss,,,,,,,,"This Pokémon puffs poisonous spores at its foes. If the spores aren’t washed off quickly, they’ll grow into mushrooms wherever they land."
592,V,Frillish,Pururill,water,ghost,Floating Pokémon,50.2,49.8,1.2,33,190,5120,55,40,50,65,85,40,Water Absorb,Cursed Body,,Damp,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,0,0,0,Frillish,Level ,Jellicent,,,,,,,,"It envelops its prey in its veillike arms and draws it down to the deeps, five miles below the ocean’s surface."
593,V,Jellicent,Burungel,water,ghost,Floating Pokémon,50.2,49.8,2.2,135,60,5120,100,60,70,85,105,60,Water Absorb,Cursed Body,,Damp,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,0,0,0,Frillish,Level ,Jellicent,,,,,,,,Most of this Pokémon’s body composition is identical to sea water. It makes sunken ships its lair.
594,V,Alomomola,Mamanbou,water,,Caring Pokémon,50,50,1.2,31.6,75,10240,165,75,80,40,45,65,Healer,Hydration,,Regenerator,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Alomomola,,,,,,,,,,"Fishermen take them along on long voyages, because if you have an Alomomola with you, there’ll be no need for a doctor or medicine."
595,V,Joltik,Bachuru,bug,electric,Attaching Pokémon,50.2,49.8,0.1,0.6,190,5120,50,47,50,57,50,65,Compoundeyes,Unnerve,,Swarm,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0,Joltik,Level ,Galvantula,,,,,,,,Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.
596,V,Galvantula,Dentula,bug,electric,EleSpider Pokémon,50.2,49.8,0.8,14.3,75,5120,70,77,60,97,60,108,Compoundeyes,Unnerve,,Swarm,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0,Joltik,Level ,Galvantula,,,,,,,,It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.
597,V,Ferroseed,Tesseed,grass,steel,Thorn Seed Pokémon,50.2,49.8,0.6,18.8,255,5120,44,50,91,24,86,10,Iron Barbs,,,,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0,0,0,Ferroseed,Level ,Ferrothorn,,,,,,,,"It defends itself by launching spikes, but its aim isn’t very good at first. Only after a lot of practice will it improve."
598,V,Ferrothorn,Nutrey,grass,steel,Thorn Pod Pokémon,50.2,49.8,1,110,90,5120,74,94,131,54,116,20,Iron Barbs,,,Anticipation,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0,0,0,Ferroseed,Level ,Ferrothorn,,,,,,,,"This Pokémon scrapes its spikes across rocks, and then uses the tips of its feelers to absorb the nutrients it finds within the stone."
599,V,Klink,Giaru,steel,,Gear Pokémon,,,0.3,21,130,5120,40,55,70,45,60,30,Plus,Minus,,Clear Body,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,0,Klink,Level ,Klang,Level ,Klinklang,,,,,,The two minigears that compose this Pokémon are closer than twins. They mesh well only with each other.
600,V,Klang,Gigiaru,steel,,Gear Pokémon,,,0.6,51,60,5120,60,80,95,70,85,50,Plus,Minus,,Clear Body,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,0,Klink,Level ,Klang,Level ,Klinklang,,,,,,"When Klang goes all out, the minigear links up perfectly with the outer part of the big gear, and this Pokémon’s rotation speed increases sharply."
601,V,Klinklang,Gigigiaru,steel,,Gear Pokémon,,,0.6,81,30,5120,60,100,115,70,85,90,Plus,Minus,,Clear Body,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,0,Klink,Level ,Klang,Level ,Klinklang,,,,,,"From its spikes, it launches powerful blasts of electricity. Its red core contains an enormous amount of energy."
602,V,Tynamo,Shibishirasu,electric,,EleFish Pokémon,50,50,0.2,0.3,190,5120,35,55,40,45,40,60,Levitate,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Tynamo,Level ,Eelektrik,Use Thunder Stone,Eelektross,,,,,,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
603,V,Eelektrik,Shibibeel,electric,,EleFish Pokémon,50,50,1.2,22,60,5120,65,85,70,75,70,40,Levitate,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Tynamo,Level ,Eelektrik,Use Thunder Stone,Eelektross,,,,,,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.
604,V,Eelektross,Shibirudon,electric,,EleFish Pokémon,50,50,2.1,80.5,30,5120,85,115,80,105,80,50,Levitate,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Tynamo,Level ,Eelektrik,Use Thunder Stone,Eelektross,,,,,,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
605,V,Elgyem,Ligray,psychic,,Cerebral Pokémon,50.2,49.8,0.5,9,255,5120,55,55,55,85,55,30,Telepathy,Synchronize,,Analytic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Elgyem,Level ,Beheeyem,,,,,,,,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home."
606,V,Beheeyem,Ohbem,psychic,,Cerebral Pokémon,50.2,49.8,1,34.5,90,5120,75,75,75,125,95,40,Telepathy,Synchronize,,Analytic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Elgyem,Level ,Beheeyem,,,,,,,,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears."
607,V,Litwick,Hitomoshi,ghost,fire,Candle Pokémon,50.2,49.8,0.3,3.1,190,5120,50,30,55,65,55,20,Flash Fire,Flame Body,,Infiltrator,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0,0,0,Litwick,Level ,Lampent,Use Dusk Stone,Chandelure,,,,,,The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.
608,V,Lampent,Lampler,ghost,fire,Lamp Pokémon,50.2,49.8,0.6,13,90,5120,60,40,60,95,60,55,Flash Fire,Flame Body,,Infiltrator,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0,0,0,Litwick,Level ,Lampent,Use Dusk Stone,Chandelure,,,,,,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death."
609,V,Chandelure,Chandela,ghost,fire,Luring Pokémon,50.2,49.8,1,34.3,45,5120,60,55,90,145,90,80,Flash Fire,Flame Body,,Infiltrator,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,0,0,0,Litwick,Level ,Lampent,Use Dusk Stone,Chandelure,,,,,,This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.
